AirportCode	CityName	WorldAreaCode
NGF	"KANEOHE BAY              "	2
NGI	"NGAU                          "	821
NGL	"NGALA                  "	562
NGM	"AGANA NAS GUAM                    "	5
NGN	"NARGANA PANAMA REP.               "	162
NGO	"NAGOYA                        "	736
NGP	"CORPUS CHRISTI             "	74
NGR	"NIGERUM          "	804
NGS	"NAGASAKI                      "	736
NGU	"NORFOLK                "	38
NGW	"CORPUS CHRISTI             "	74
NGX	"MANANG                       "	755
NGZ	"ALAMEDA               "	91
NHA	"NHA-TRANG SOC. REP. OF VIETNAM    "	791
NHD	"MINHAD AB          "	678
NHF	"NEW HALFA SUDAN                   "	583
NHK	"PATUXENT RIVER MARYLAND        "	35
NHS	"NUSHKI                     "	764
NHT	"NORTHOLT                "	493
NHV	"NUKU HIVA FRENCH POLYNESIA        "	823
NHX	"FOLEY                   "	51
NHZ	"BRUNSWICK MAINE                "	12
NIA	"NIMBA LIBERIA                     "	537
NIB	"NIKOLAI                   "	1
NIE	"NIBLACK                   "	1
NIF	"NIFTY WA                 "	802
NIG	"NIKUNAU GILBERT ISLAND S. PACIFIC"	824
NIK	"NIOKOLO KOBA SENEGAL              "	569
NIM	"NIAMEY NIGER                      "	554
NIN	"NINILCHIK                 "	1
NIO	"NIOKI ZAIRE                       "	517
NIP	"JACKSONVILLE             "	33
NIT	"NIORT                         "	427
NIX	"NIORO MALI                        "	543
NJC	"NIZHNEVARTOVSK               "	770
NKA	"NKAN                          "	526
NKB	"NOONKANBAH W.             "	802
NKC	"NOUAKCHOTT              "	545
NKD	"SINAK                    "	832
NKG	"NANJING                      "	713
NKI	"NAUKITI                   "	1
NKL	"NKOLO ZAIRE                       "	517
NKN	"NANKINA          "	804
NKS	"NKONGSAMBA UNITED REP OF CAMEROON "	504
NKT	"CHERRY POINT MCAS NC           "	36
NKU	"NKAUS LESOTHO                     "	536
NKV	"NICHEN COVE               "	1
NKW	"DIEGO GARCIA ATOLL CHAGOS ISLANDS "	707
NKX	"SAN DIEGO             "	91
NKY	"NKAYI      "	515
NLA	"NDOLA                       "	597
NLD	"NUEVO LAREDO MEXICO               "	148
NLE	"NILES                  "	43
NLF	"DARNLEY ISLAND      "	802
NLG	"NELSON LAGOON             "	1
NLK	"NORFOLK IS.          "	802
NLL	"NULLAGINE W.              "	802
NLO	"KINSHASA-N'DOLO ZAIRE             "	517
NLP	"NELSPRUIT              "	562
NLS	"NICHOLSON W.              "	802
NLV	"NIKOLAEV UKRAINE                  "	488
NMA	"NAMANGAN UZBEKISTAN               "	788
NMB	"DAMAN                        "	733
NMC	"NORMAN'S CAY               "	204
NME	"NIGHTMUTE                 "	1
NMG	"SAN MIGUEL PANAMA REPUBLIC        "	162
NMN	"NOMANE           "	804
NMP	"NEW MOON            "	802
NMR	"NAPPAMERRIE AUST.                 "	802
NMS	"NAMSANG MYANMAR                   "	706
NMT	"NAMTU MYANMAR                     "	706
NMU	"NAMU MARSHALL ISLANDS             "	844
NNB	"SANTA ANA SOLOMON ISLAND          "	874
NND	"NANGADE                "	550
NNG	"NANNING                      "	713
NNI	"NAMUTONI NAMIBIA                  "	575
NNK	"NAKNEK                    "	1
NNL	"NONDALTON                 "	1
NNM	"NARYAN-MAR                   "	475
NNR	"SPIDDAL REPUBLIC OF IRELAND       "	441
NNT	"NAN                       "	782
NNU	"NANUQUE                      "	316
NNX	"NUNUKAN                  "	832
NNY	"NANYANG                      "	713
NOA	"NOWRA              "	802
NOB	"NOSARA BEACH COSTA RICA           "	110
NOC	"CONNAUGHT REPUBLIC OF IRELAND     "	441
NOD	"NORDEN                      "	429
NOE	"NORDDEICH                   "	429
NOG	"NOGALES ARIZ/MEX.                 "	148
NOI	"NOVOROSSIJSK                 "	475
NOJ	"NOJABRXSK  N FED.            "	770
NOK	"NOVA XAVANTINA MT           "	316
NOL	"PORT NOLLOTH           "	562
NOM	"NOMAD RIVER      "	804
NON	"NONOUTI GILBERT ISLAND S. PACIFIC"	824
NOO	"NAORO            "	804
NOP	"MACTAN ISLAND           "	766
NOQ	"NORD GREENLAND                    "	975
NOR	"NORDFJORDUR                "	439
NOS	"NOSSI-BE         "	541
NOT	"NOVATO                "	91
NOU	"NOUMEA NEW CALEDONIA              "	846
NOV	"HUAMBO ANGOLA                     "	502
NOZ	"NOVOKUZNETSK                 "	770
NPA	"PENSACOLA                "	33
NPE	"NAPIER NEW ZEALAND                "	851
NPG	"NIPA             "	804
NPH	"NEPHI UTAH                     "	87
NPL	"NEW PLYMOUTH NEW ZEALAND          "	851
NPO	"NANGAPINOH               "	832
NPP	"NAPPERBY N.T.            "	802
NPT	"NEWPORT RHODE ISLAND           "	15
NQA	"MEMPHIS               "	54
NQI	"KINGSVILLE                 "	74
NQL	"NIQUELANDIA                  "	316
NQN	"NEUQUEN                   "	303
NQU	"NUQUI                     "	327
NQX	"KEY WEST                 "	33
NQY	"NEWQUAY            "	493
NRA	"NARRANDERA         "	802
NRB	"MAYPORT                  "	33
NRC	"CROWS LANDING         "	91
NRD	"NORDERNEY                   "	429
NRE	"NAMROLE BURU            "	832
NRG	"NARROGIN WA              "	802
NRI	"SHANGRI-LA OKLAHOMA            "	73
NRK	"NORRKOPING                  "	484
NRL	"NORTH RONALDSAY SCOT. (U.K.)     "	493
NRM	"NARA MALI                         "	543
NRR	"ROOSEVELT ROADS PUERTO RICO       "	3
NRT	"TOKYO  .                      "	736
NRY	"NEWRY N.T.               "	802
NSA	"NOOSA               "	802
NSB	"BIMINI .                   "	204
NSE	"MILTON                   "	33
NSH	"NOWSHAHR                       "	632
NSI	"YAOUNDE-NSIMALEN       "	504
NSK	"NORIL'SK                     "	770
NSM	"NORSEMAN W.               "	802
NSN	"NELSON NEW ZEALAND                "	851
NSO	"SCONE              "	802
NST	"NAKHON SI THAMMARAT       "	782
NSV	"NOOSAVILLE          "	802
NSX	"NORTH SOUND VIRGIN GORDA B.V.I.   "	282
NSY	"SIGONELLA                     "	450
NTA	"NATADOLA                      "	821
NTB	"NOTODDEN                     "	465
NTD	"PORT HUENEME          "	91
NTE	"NANTES                        "	427
NTG	"NANTONG              "	713
NTI	"BINTUNI                  "	832
NTJ	"MANTI UTAH                     "	87
NTL	"NEWCASTLE          "	802
NTM	"MIRACEMA DO NORTE TO        "	316
NTN	"NORMANTON           "	802
NTO	"SANTO ANTAO    "	507
NTR	"MONTERREY MEXICO                  "	148
NTT	"NUIATOPUTAPU TONGA                "	881
NTU	"OCEANA                 "	38
NTX	"NATUNA RANAI             "	832
NTY	"SUN CITY               "	562
NUB	"NUMBULWAR N.T.           "	802
NUD	"EN NAHUD SUDAN                    "	583
NUE	"NUREMBERG                   "	429
NUG	"NUGURIA          "	804
NUH	"NUNCHIA                   "	327
NUI	"NUIQSUT                   "	1
NUK	"NUKUTAVAKE           "	823
NUL	"NULATO                    "	1
NUP	"NUNAPITCHUK               "	1
NUQ	"MOUNTAIN VIEW         "	91
NUR	"NULLARBOR S.              "	802
NUS	"NORSUP VANUATU                    "	885
NUT	"NUTUVE           "	804
NUU	"NAKURU                       "	535
NUW	"WHIDBEY ISLAND        "	93
NUX	"NOVYJ URENGOJ                "	770
NVA	"NEIVA                     "	327
NVD	"                   "	64
NVG	"NUEVA  NICARAGUA            "	153
NVK	"NARVIK                       "	465
NVP	"NOVO ARIPUANA                "	316
NVR	"NOVGOROD                     "	475
NVS	"NEVERS                        "	427
NVT	"NAVEGANTES                   "	316
NVY	"NEYVELI                      "	733
NWA	"MOHELI COMORO IS.                 "	513
NWH	"NEWPORT NEW HAMPSHIRE          "	14
NWI	"NORWICH            "	493
NWS	" NEW YORK              "	22
NWT	"NOWATA           "	804
NWU	"BERMUDA NAS BERMUDA               "	207
NXX	"WILLOW GROVE        "	23
NYC	" NEW YORK              "	22
NYE	"NYERI                        "	535
NYI	"SUNYANI GHANA                     "	529
NYK	"NANYUKI                      "	535
NYM	"NADYM                        "	770
NYN	"NYNGAN             "	802
NYO	"NYKOPING                    "	484
NYU	"NYAUNG-U MYANMAR                  "	706
NZC	"JACKSONVILLE             "	33
NZE	"NZEREKORE                   "	531
NZJ	"SANTA ANA             "	91
NZO	"NZOIA                        "	535
NZW	"SOUTH WEYMOUTH   "	13
NZY	"SAN DIEGO             "	91
OAG	"ORANGE             "	802
OAJ	"JACKSONVILLE     "	36
OAK	"OAKLAND               "	91
OAL	"CACOAL RO                   "	316
OAM	"OAMARU NEW ZEALAND                "	851
OAN	"OLANCHITO HONDURAS                "	131
OAX	"OAXACA MEXICO                     "	148
OBA	"OBAN                "	802
OBC	"OBOCK PEOPLES    "	525
OBD	"OBANO                    "	832
OBE	"OKEECHOBEE               "	33
OBF	"OBERPFAFFENHOFEN            "	429
OBI	"OBIDOS                       "	316
OBK	"NORTHBROOK             "	41
OBM	"MOROBE           "	804
OBN	"OBAN SCOTLAND (U.K.)             "	493
OBO	"OBIHIRO                       "	736
OBS	"AUBENAS                       "	427
OBT	"OAKLAND MARYLAND               "	35
OBU	"KOBUK                     "	1
OBX	"OBO              "	804
OBY	"SCORESBYSUND GREENLAND            "	975
OCA	"OCEAN REEF CLUB          "	33
OCC	"COCA                       "	337
OCE	"OCEAN CITY MARYLAND            "	35
OCF	"OCALA                    "	33
OCH	"NACOGDOCHES                "	74
OCI	"OCEANIC                   "	1
OCJ	"OCHO RIOS                  "	243
OCN	"OCEANSIDE             "	91
OCV	"OCANA                     "	327
OCW	"        "	36
ODA	"OUADDA CEN. AFRICAN EMPIRE        "	509
ODB	"CORDOBA                      "	482
ODD	"OODNADATTA S.             "	802
ODE	"ODENSE                      "	419
ODJ	"OUANDA DJALLE CEN. AFRICAN EMPIRE "	509
ODL	"CORDILLO DOWNS S.         "	802
ODM	"OAKLAND MARYLAND               "	35
ODN	"LONG SERIDAN SARAWAK     "	749
ODR	"ORD RIVER W.              "	802
ODS	"ODESSA UKRAINE                    "	488
ODW	"OAK HARBOR            "	93
ODY	"OUDOMXAY                      "	744
OEA	"VINCENNES NA              "	42
OEC	"OCUSSI                   "	862
OEL	"OREL                         "	475
OEM	"PALOEMEU           "	379
OEO	"OSCEOLA              "	45
OER	"ORNSKOLDSVIK                "	484
OES	"SAN ANTONIO OESTE         "	303
OFF	"OMAHA                   "	65
OFI	"OUANGO FITINI         "	533
OFJ	"OLAFSFJORDUR               "	439
OFK	"NORFOLK                 "	65
OFU	"OFU ISLAND AMERICAN SAMOA         "	5
OGA	"OGALLALA                "	65
OGB	"ORANGEBURG SOUTH CAROLINA      "	37
OGD	"OGDEN UTAH                     "	87
OGE	"OGERANANG        "	804
OGG	"KAHULUI MAUI            "	2
OGL	"OGLE GUYANA                       "	350
OGN	"YONAGUNI                      "	736
OGO	"ABENGOUROU             "	533
OGR	"BONGOR CHAD                       "	511
OGS	"OGDENSBURG NEW YORK            "	22
OGX	"OUARGLA                     "	500
OGZ	"VLADIKAVKAZ (ORDZHONIKIDZE)  "	475
OHA	"OHAKEA NEW ZEALAND                "	851
OHC	"NORTH EAST CAPE           "	1
OHD	"OHRID MACEDONIA                   "	455
OHG	"OGHSENOKALE               "	1
OHI	"OSHAKATI NAMIBIA                  "	575
OHO	"OHOTSK                       "	770
OHP	"OBAN-HLPT .K.           "	493
OHR	"WYK AUF FOEHR               "	429
OHT	"KOHAT                      "	764
OIM	"OSHIMA IS.                    "	736
OIR	"OKUSHIRI                      "	736
OIT	"OITA                          "	736
OJC	"  CITY             "	62
OKA	"OKINAWA RYUKYU IS.           "	736
OKB	"ORCHID BEACH QLD         "	802
OKC	"OKLAHOMA CITY OKLAHOMA         "	73
OKD	"SAPPORO  .                    "	736
OKE	"OKINO ERABU                   "	736
OKF	"OKAUKUEJO NAMIBIA                 "	575
OKG	"OKOYO      "	515
OKI	"OKI ISLAND                    "	736
OKJ	"OKAYAMA                       "	736
OKK	"KOKOMO NA                 "	42
OKL	"OKSIBIL                  "	832
OKM	"OKMULGEE OKLAHOMA              "	73
OKN	"OKONDJA                       "	526
OKO	"YOKOTA AFB TOKYO             "	736
OKP	"OKSAPMIN         "	804
OKQ	"OKABA                    "	832
OKR	"YORKE ISLANDS       "	802
OKS	"OSHKOSH                 "	65
OKT	"OKTIABRSKIJ                  "	475
OKU	"MOKUTI LODGE NAMIBIA              "	575
OKY	"OAKEY               "	802
OLA	"ORLAND                       "	465
OLB	"OLBIA                         "	450
OLD	"OLD TOWN MAINE                 "	12
OLE	"OLEAN NEW YORK                 "	22
OLF	"WOLF POINT              "	84
OLH	"OLD HARBOR                "	1
OLI	"OLAFSVIK                   "	439
OLJ	"OLPOI VANUATU                     "	885
OLM	"OLYMPIA               "	93
OLN	"COLONIA SARMIENTO         "	303
OLO	"OLOMOUC             "	418
OLP	"OLYMPIC DAM S.            "	802
OLQ	"OLSOBIP          "	804
OLS	"NOGALES                 "	81
OLU	"COLUMBUS                "	65
OLV	"OLIVE BRANCH        "	53
OLY	"OLNEY                  "	41
OMA	"OMAHA                   "	65
OMB	"OMBOUE                        "	526
OMC	"ORMOC                   "	766
OMD	"ORANJEMUND NAMIBIA                "	575
OME	"NOME                      "	1
OMF	"MAFRAQ JORDAN                     "	639
OMG	"OMEGA NAMIBIA                     "	575
OMH	"ORUMIEH         "	632
OMK	"OMAK                  "	93
OML	"OMKALAI          "	804
OMM	"MARMUL OMAN                       "	658
OMN	"OSMANABAD                    "	733
OMO	"MOSTAR BOSNIA & HERZEGOVINA       "	410
OMR	"ORADEA MARE ROMANIA               "	473
OMS	"OMSK                         "	770
OMY	"PHNOM THBENG MEANCHEY DEM KAMPUCHE"	709
ONA	"WINONA MINNESOTA               "	63
ONB	"ONONGE           "	804
OND	"ONDANGWA NAMIBIA                  "	575
ONE	"ONEPUSU                "	874
ONG	"MORNINGTON IS. Q.         "	802
ONH	"ONEONTA NEW YORK               "	22
ONI	"MOANAMANI                "	832
ONL	"ONEILL                  "	65
ONM	"SOCORRO               "	86
ONN	"ONION BAY                 "	1
ONO	" OREGON                 "	92
ONP	"NEWPORT OREGON                 "	92
ONR	"MONKIRA             "	802
ONS	"ONSLOW W.                 "	802
ONT	"               "	91
ONU	"ONO-I-LAU                     "	821
ONX	"COLON PANAMA REP.                 "	162
ONY	"OLNEY                      "	74
OOA	"OSKALOOSA                "	61
OOK	"TOKSOOK                   "	1
OOL	"GOLD COAST          "	802
OOM	"COOMA              "	802
OOR	"MOORABERRIE         "	802
OOT	"ONOTOA GILBERT IS                 "	824
OPA	"KOPASKER                   "	439
OPB	"OPEN BAY         "	804
OPF	"MIAMI                    "	33
OPI	"OENPELLI N.T.            "	802
OPL	"OPELO S LOUISIANA            "	72
OPO	"OPORTO PORTUGAL                   "	469
OPS	"SINOP                        "	316
OPU	"BALIMO           "	804
OPW	"OPUWA NAMIBIA                     "	575
ORA	"ORAN                      "	303
ORB	"OREBRO                      "	484
ORC	"OROCUE                    "	327
ORD	"CHICAGO                "	41
ORE	"ORLEANS                       "	427
ORF	"NORFOLK                "	38
ORG	"PARAMARIBO SURINAM.               "	379
ORH	"WORCESTER        "	13
ORI	"PORT LIONS                "	1
ORJ	"ORINDUIK GUYANA                   "	350
ORK	"CORK REPUBLIC OF IRELAND          "	441
ORL	"ORLANDO                  "	33
ORM	"NORTHAMPTON        "	493
ORN	"ORAN                        "	500
ORO	"YORO HONDURAS                     "	131
ORP	"ORAPA                    "	510
ORQ	"NORWALK CONNECTICUT            "	11
ORR	"YORKETOWN S.              "	802
ORS	"ORPHEUS IS. RESORT  "	802
ORT	"NORTHWAY                  "	1
ORU	"ORURO BOLIVIA                     "	312
ORV	"NOORVIK                   "	1
ORW	"ORMARA                     "	764
ORX	"ORIXIMINA                    "	316
ORY	"PARIS   .                     "	427
ORZ	"ORANGE WALK BELIZE                "	106
OSA	"OSAKA                         "	736
OSB	"OSAGE BEACH             "	64
OSC	"OSCODA                 "	43
OSD	"OSTERSUND                   "	484
OSE	"OMORA            "	804
OSG	"OSSIMA           "	804
OSH	"OSHKOSH              "	45
OSI	"OSIJEK CROATIA                    "	415
OSK	"OSKARSHAMN                  "	484
OSL	"OSLO                         "	465
OSM	"MOSUL IRAQ                        "	634
OSN	"OSAN AB KOREA                     "	778
OSP	"SLUPSK POLAND                     "	467
OSR	"OSTRAVA             "	418
OSS	"OSH KYRGYZSTAN                    "	743
OST	"OSTEND BELGIUM                    "	409
OSU	"COLUMBUS                    "	44
OSW	"ORSK  N FED.                 "	475
OSX	"KOSCIUSKO           "	53
OSY	"OSYSOS                       "	465
OSZ	"KOSZALIN POLAND                   "	467
OTA	"MOTA                       "	522
OTC	"BOL CHAD                          "	511
OTD	"CONTADORA PANAMA REP.             "	162
OTG	"WORTHINGTON MINNESOTA          "	63
OTH	"NORTH BEND OREGON              "	92
OTI	"MOROTAI ISLAND           "	832
OTL	"BOUTILIMIT              "	545
OTM	"OTTUMWA                  "	61
OTN	"OAKTOWN NA                "	42
OTO	"OTTO                  "	86
OTP	"BUCHAREST-OTOPENI ROMANIA         "	473
OTR	"COTO 47 COSTA RICA                "	110
OTS	"ANACORTES             "	93
OTU	"OTU                       "	327
OTY	"ORIA             "	804
OTZ	"KOTZEBUE                  "	1
OUA	"OUAGADOUGOU           "	593
OUD	"OUJDA                      "	548
OUE	"OUESSO     "	515
OUG	"OUAHIGOUYA            "	593
OUH	"OUDTSHOORN             "	562
OUI	"BAN HOUEI SAI                 "	744
OUK	"OUTER SKERRIES SHETLND IS. SCOT U"	493
OUL	"OULU                       "	425
OUM	"OUM-HADJER CHAD                   "	511
OUN	"NORMAN OKLAHOMA                "	73
OUR	"BATOURI CAMEROON                  "	504
OUS	"OURINHOS                     "	316
OUT	"BOUSSO CHAD                       "	511
OUU	"OUANGA                        "	526
OUZ	"ZOUERATE                "	545
OVA	"BEKILY           "	541
OVB	"NOVOSIBIRSK                  "	770
OVD	"OVIEDO                       "	482
OVE	"OROVILLE              "	91
OVL	"OVALLE CHILE                      "	324
OWA	"OWATONNA MINNESOTA             "	63
OWB	"OWENSBORO KENTUCKY             "	52
OWD	"NORWOOD          "	13
OWE	"OWENDO                        "	526
OWK	"NORRIDGEWOCK MAINE             "	12
OXB	"BISSAU  BISSAU              "	559
OXC	"WATERBURY CONNECTICUT          "	11
OXF	"OXFORD                  "	493
OXO	"ORIENTOS            "	802
OXR	"OXNARD                "	91
OXY	"MORNEY              "	802
OYA	"GOYA                      "	303
OYE	"OYEM                          "	526
OYG	"MOYO                        "	590
OYK	"OIAPOQUE                     "	316
OYL	"MOYALE                       "	535
OYN	"OUYEN VIC.               "	802
OYO	"TRES ARROYOS              "	303
OYP	"ST-GEORGES DE L/OYAPOCK FR. GUIANA"	344
OYS	"YOSEMITE NATL PARK    "	91
OZA	"OZONA                      "	74
OZC	"OZAMIS CITY             "	766
OZH	"ZAPOROZH'YE UKRAINE               "	488
OZP	"MORON --MORON AB             "	482
OZR	"OZARK                   "	51
OZZ	"OUARZAZATE                 "	548
PAA	"PA-AN MYANMAR                     "	706
PAB	"PEDRO AFONSO                 "	316
PAC	"PANAMA CITY PAN. REP-PAITILLA ARPT"	162
PAD	"PADERBORN                   "	429
PAE	"EVERETT               "	93
PAF	"PAKUBA                      "	590
PAG	"PAGADIAN                "	766
PAH	"PADUCAH KENTUCKY               "	52
PAI	"PAILIN DEMOCRATIC KAMPUCHEA       "	709
PAJ	"PARA CHINAR                "	764
PAK	"HANAPEPE KAUAI          "	2
PAL	"PALANQUERO                "	327
PAM	"PANAMA CITY              "	33
PAN	"PATTANI                   "	782
PAO	"PALO ALTO             "	91
PAP	"PORT AU PRINCE HAITI              "	238
PAQ	"PALMER                    "	1
PAR	"PARIS                         "	427
PAS	"PAROS                        "	433
PAT	"PATNA                        "	733
PAU	"PAUK MYANMAR                      "	706
PAV	"PAULO AFONSO                 "	316
PAW	"PAMBWA           "	804
PAX	"PORT-DE-PAIX HAITI                "	238
PAY	"PAMOL                     "	749
PAZ	"POZA RICA MEXICO                  "	148
PBA	"POINT BARROW              "	1
PBB	"PARANAIBA                    "	316
PBC	"PUEBLA MEXICO                     "	148
PBD	"PORBANDAR                    "	733
PBE	"PUERTO BERRIO             "	327
PBF	"PINE BLUFF AR             "	71
PBG	"PLATTSBURGH NEW YORK           "	22
PBH	"PARO BHUTAN                       "	702
PBI	"WEST PALM BEACH          "	33
PBJ	"PAAMA VANUATU                     "	885
PBK	"PACK CREEK                "	1
PBL	"PUERTO CABELLO           "	388
PBM	"PARAMARIBO SURINAM                "	379
PBN	"PORTO AMBOIN ANGOLA               "	502
PBO	"PARABURDOO W. AUST.               "	802
PBP	"PUNTA ISLITA COSTA RICA           "	110
PBQ	"PIMENTA BUENO RO            "	316
PBR	"PUERTO BARRIOS           "	127
PBS	"PATONG BEACH              "	782
PBU	"PUTAO MYANMAR                     "	706
PBZ	"PLETTENBERG            "	562
PCA	"PORTAGE CREEK             "	1
PCB	"PONDOK CABE              "	832
PCC	"PUERTO RICO               "	327
PCD	"PRAIRIE DU CHIEN     "	45
PCE	"PAINTER CREEK             "	1
PCG	"PASO CABALLOS            "	127
PCH	"PALACIOS HONDURAS                 "	131
PCK	"PORCUPINE CREEK           "	1
PCL	"PUCALLPA                      "	368
PCM	"PLAYA DEL CARMEN MEXICO           "	148
PCN	"PICTON NEW ZEALAND                "	851
PCO	"PUNTA   MEXICO             "	148
PCP	"PRINCIPE IS. PRINCIPE ISLAND      "	567
PCR	"PUERTO CARRENO            "	327
PCS	"PICOS                        "	316
PCT	"PRINCETON             "	21
PCU	"PICAYUNE            "	53
PCV	"PUNTA CHIVATO MEXICO              "	148
PDA	"PUERTO INIRIDA            "	327
PDB	"PEDRO BAY                 "	1
PDC	"MUEO NEW CALEDONIA                "	846
PDE	"PANDIE PANDIE S.          "	802
PDF	"PRADO BA                    "	316
PDG	"PADANG                   "	832
PDI	"PINDIU PAPUA NEW           "	804
PDK	"ATLANTA                  "	34
PDL	"PONTA DELGADA AZORES              "	469
PDM	"PATOS DE MINAS               "	316
PDN	"PARNDANA SA              "	802
PDO	"PENDOPO                  "	832
PDP	"PUNTA DEL ESTE              "	385
PDR	"POFADDER               "	562
PDS	"PIEDRAS NEGRAS MEXICO             "	148
PDT	"PENDLETON OREGON               "	92
PDU	"PAYSANDU                    "	385
PDV	"PLOVDIV BULGARIA                  "	411
PDX	"PORTLAND OREGON                "	92
PDZ	"PEDERNALES               "	388
PEA	"PENNESHAW S.              "	802
PEB	"PEBANE                 "	550
PEC	"PELICAN                   "	1
PEE	"PERM                         "	475
PEG	"GIA                       "	450
PEH	"PEHUAJO                   "	303
PEI	"PEREIRA                   "	327
PEK	"BEIJING                      "	713
PEL	"PELANENG LESOTHO                  "	536
PEM	"PUERTO MALDONADO              "	368
PEN	"PENANG                    "	749
PEP	"PEPPIMENARTI NT          "	802
PEQ	"PECOS                      "	74
PER	"PERTH W.                  "	802
PES	"PETROZAVODSK                 "	475
PET	"PELOTAS                      "	316
PEU	"PUERTO LEMPIRA HONDURAS           "	131
PEW	"PESHAWAR                   "	764
PEX	"PECHORA                      "	475
PEY	"PENONG S.                 "	802
PEZ	"PENZA                        "	475
PFA	"PAF WARREN                "	1
PFB	"PASSO FUNDO                  "	316
PFC	"PACIFIC CITY OREGON            "	92
PFD	"PORT FREDERICK            "	1
PFJ	"PATREKSFJORDUR             "	439
PFN	"PANAMA CITY              "	33
PFO	"PAPHOS CYPRUS                     "	611
PFR	"ILEBO ZAIRE                       "	517
PGA	"PAGE                    "	81
PGB	"PANGOA           "	804
PGC	"PETERSBURG WEST        "	39
PGD	"PUNTA GORDA              "	33
PGE	"YEGEPA           "	804
PGF	"PERPIGNAN                     "	427
PGG	"PROGRESSO PA                "	316
PGH	"PANTNAGAR                    "	733
PGI	"CHITATO ANGOLA                    "	502
PGK	"PANGKALPINANG            "	832
PGL	"PASCAGOULA          "	53
PGM	"PORT GRAHAM               "	1
PGN	"PANGIA           "	804
PGO	"PAGOSA SPRINGS          "	82
PGP	"PORTO ALEGRE SAO TOME IS.         "	567
PGR	"PARAGOULD AR              "	71
PGS	"PEACH SPRINGS           "	81
PGT	"PORANGATU                    "	316
PGV	"GREENVILLE       "	36
PGX	"PERIGUEUX                     "	427
PGZ	"PONTA GROSSA                 "	316
PHA	"PHAN RANG SOC. REP. OF VIETNAM    "	791
PHB	"PARNAIBA PIAUI              "	316
PHC	"PORT HARCOURT               "	555
PHD	"NEW PHILADELPHIA            "	44
PHE	"PORT HEDLAND W.           "	802
PHF	"NEWPORT NEWS/WMSBURG   "	38
PHH	"PHAN THIET SOC. REP. OF VIETNAM   "	791
PHI	"PINHEIRO                     "	316
PHJ	"PORT HUNTER NSW          "	802
PHK	"PAHOKEE                  "	33
PHL	"PHILADELPHIA        "	23
PHM	"BOEBLINGEN                  "	429
PHN	"PORT HURON             "	43
PHO	"POINT HOPE                "	1
PHP	"PHILIP              "	67
PHR	"PACIFIC HARBOUR               "	821
PHS	"PHITSANULOKE              "	782
PHT	"PARIS                 "	54
PHU	"PHU-VINH SOC. REP. OF VIETNAM     "	791
PHW	"PHALABORWA             "	562
PHX	"PHOENIX                 "	81
PHY	"PINHEIRO                     "	316
PHZ	"PHI PHI ISLAND            "	782
PIA	"PEORIA                 "	41
PIB	"LAUREL/HATTIESBURG  "	53
PIC	"PINE CAY B.W.I.                   "	281
PID	"NASSAU-PARADISE I          "	204
PIE	"ST. PETERSBURG           "	33
PIF	"PINGTUNG                    "	781
PIG	"PITINGA AMAZONAS            "	316
PIH	"POCATELLO                "	83
PII	"FAIRBANKS                 "	1
PIK	"GLASGOW SCOT (U.K.               "	493
PIL	"PILAR                      "	365
PIM	"PINE MOUNTAIN            "	34
PIN	"PARINTINS                    "	316
PIO	"PISCO                         "	368
PIP	"PILOT POINT               "	1
PIQ	"PIPILLIPAI GUYANA                 "	350
PIR	"PIERRE              "	67
PIS	"POITIERS                      "	427
PIT	"PITTSBURGH          "	23
PIU	"PIURA                         "	368
PIV	"PIRAPORA MG                 "	316
PIW	"PIKWITONEI MANITOBA        "	926
PIX	"PICO ISLAND PORTUGAL (AZORES)     "	469
PIZ	"POINT LAY                 "	1
PJB	"PAYSON                  "	81
PJC	"PEDRO JUAN CABALLERO       "	365
PJG	"PANJGUR                    "	764
PJM	"PUERTO JIMENEZ COSTA RICA         "	110
PJS	"PORT SAN JUAN             "	1
PJZ	"PUERTO JUAREZ MEXICO              "	148
PKA	"NAPASKIAK                 "	1
PKB	"PARKERSBURG WEST       "	39
PKC	"PETROPAVLOVSK-KAMCHATSKY     "	770
PKD	"PARK RAPIDS MINNESOTA          "	63
PKE	"PARKES             "	802
PKF	"PARK FALLS           "	45
PKG	"PANGKOR PERAK            "	749
PKH	"PORTO-KHELI                  "	433
PKK	"PAKOKKU MYANMAR                   "	706
PKL	"PAKATOA NEW ZEALAND               "	851
PKM	"PORT KAITUMA GUYANA               "	350
PKN	"PANGKALANBUUN            "	832
PKO	"PARAKOU BENIN                     "	519
PKP	"PUKAPUKA             "	823
PKR	"POKHARA                      "	755
PKS	"PAKSANE                       "	744
PKT	"PORT KEATS N.T.          "	802
PKU	"PAKANBARU                "	832
PKV	"PSKOV                        "	475
PKW	"SELEBI-PHIKWE            "	510
PKY	"PALANGKARAYA             "	832
PKZ	"PAKSE                         "	744
PLA	"PLANADAS                  "	327
PLB	"PLATTSBURGH NEW YORK           "	22
PLC	"PLANETA RICA              "	327
PLD	"PLAYA SAMARA COSTA RICA           "	110
PLE	"PAIELA           "	804
PLF	"PALA CHAD                         "	511
PLH	"PLYMOUTH           "	493
PLI	"PALM ISLAND WINDWARD IS.          "	279
PLJ	"PLACENCIA BELIZE                  "	106
PLK	"POINT LOOKOUT           "	64
PLL	"PONTA PELADA AM             "	316
PLM	"PALEMBANG                "	832
PLN	"PELLSTON               "	43
