AirportCode	CityName	WorldAreaCode
TQN	"TALUQAN AFGHANISTAN               "	701
TQS	"TRES ESQUINAS             "	327
TRA	"TARAMAJIMA                    "	736
TRB	"TURBO                     "	327
TRC	"TORREON MEXICO                    "	148
TRD	"TRONDHEIM                    "	465
TRE	"TIREE ISLAND SCOTLAND (U.K.)     "	493
TRF	"SANDEFJORD                   "	465
TRG	"TAURANGA NEW ZEALAND              "	851
TRH	"TRONA                 "	91
TRI	"BRISTOL               "	54
TRJ	"TARAKBITS        "	804
TRK	"TARAKAN                  "	832
TRM	"THERMAL               "	91
TRN	"TURIN                         "	450
TRO	"TAREE              "	802
TRQ	"TARAUACA                     "	316
TRR	"TRINCOMALEE               "	711
TRS	"TRIESTE                       "	450
TRT	"TREMONTON UTAH                    "	282
TRU	"TRUJILLO                      "	368
TRV	"TRIVANDRUM                   "	733
TRW	"TARAWA      "	824
TRX	"TRENTON                 "	64
TRY	"TORORO                      "	450
TRZ	"TRICHINOPOLY                 "	733
TSA	"TAIPEI /SUNG                "	781
TSB	"TSUMEB S. W. AFRICA               "	575
TSC	"TAISHA                     "	337
TSD	"TSHIPISE               "	562
TSE	"TSELINOGRAD KAZAKHSTAN            "	738
TSF	"VENICE                        "	450
TSG	"TANACROSS                 "	1
TSH	"TSHIKAPA ZAIRE                    "	517
TSI	"TSILI TSILI      "	804
TSJ	"TSUSHIMA                      "	736
TSK	"TASKUL           "	804
TSL	"TAMUIN MEXICO                     "	148
TSM	"TAOS                  "	86
TSN	"TIANJIN                      "	713
TSO	"ISLES OF SCILLY-TRESCO U.K.       "	493
TSP	"TEHACHAPI             "	91
TSR	"TIMISOARA ROMANIA                 "	473
TSS	" NEW YORK              "	22
TST	"TRANG                     "	782
TSU	"TABITEUEA SOUTH    "	824
TSV	"TOWNSVILLE          "	802
TSW	"TSEWI            "	804
TSX	"TANJUNG SANTAN           "	832
TSY	"TASIKMALAYA              "	832
TSZ	"TSETSERLEG MONGOLIA               "	751
TTA	"TAN TAN                    "	548
TTB	"TORTOLI                       "	450
TTC	"TALTAL CHILE                      "	324
TTD	"TROUTDALE OREGON               "	92
TTE	"TERNATE                  "	832
TTG	"TARTAGAL                  "	303
TTH	"THUMRAIT OMAN                     "	658
TTI	"TETIAROA IS.         "	823
TTJ	"TOTTORI                       "	736
TTK	"TOTTENHAM HALE STATION  "	493
TTL	"TURTLE ISLAND                 "	821
TTM	"TABLON DE TAMARA          "	327
TTN	"TRENTON               "	21
TTO	"BRITTON             "	67
TTQ	"TORTUQUERO COSTA RICA             "	110
TTR	"TANA TORAJA              "	832
TTS	"TSARATANANA      "	541
TTT	"TAITUNG                     "	781
TTU	"TETUAN                     "	548
TUA	"TULCAN                     "	337
TUB	"TUBUAI IS. AUSTRAL IS. S. PAC. OC"	823
TUC	"TUCUMAN                   "	303
TUD	"TAMBACOUNDA SENEGAL               "	569
TUE	"TUPILE PANAMA REP.                "	162
TUF	"TOURS                         "	427
TUG	"TUGUEGARAO              "	766
TUH	"TULLAHOMA             "	54
TUI	"TURAIF                "	670
TUJ	"TUM                        "	522
TUK	"TURBAT                     "	764
TUL	"TULSA OKLAHOMA                 "	73
TUM	"TUMUT              "	802
TUN	"TUNIS                       "	588
TUO	"TAUPO NEW ZEALAND                 "	851
TUP	"TUPELO              "	53
TUQ	"TOUGAN                "	593
TUR	"TUCURUI                      "	316
TUS	"TUCSON                  "	81
TUT	"TAUTA            "	804
TUU	"TABUK                 "	670
TUV	"TUCUPITA                 "	388
TUW	"TUBALA PANAMA REP.                "	162
TUX	"TUMBLER RIDGE B.C.         "	148
TUY	"TULUM MEXICO                      "	148
TUZ	"TUPA                         "	316
TVA	"MORAFENOBE       "	541
TVC	"TRAVERSE CITY          "	43
TVF	"THIEF RIVER FALLS MINNESOTA    "	63
TVI	"THOMASVILLE              "	34
TVL	"LAKE TAHOE            "	91
TVU	"TAVEUNI                       "	821
TVY	"TAVOY MYANMAR                     "	706
TWA	"TWIN HILLS                "	1
TWB	"TOOWOOMBA           "	802
TWD	"PORT TOWNSEND         "	93
TWE	"TAYLOR                    "	1
TWF	"TWIN FALLS               "	83
TWH	"CATALINA ISLAND       "	91
TWN	"TEWANTIN QLD             "	802
TWP	"TORWOOD             "	802
TWT	"TAWI- TAWI              "	766
TWU	"TAWAU SABAH              "	749
TWY	"TAWA             "	804
TWZ	"MOUNT COOK-PUKA/TWIZL NEW ZEALAND "	851
TXA	"DILOLO ANGOLA                     "	502
TXF	"TEIXEIRA DE FREITAS BA      "	316
TXG	"TAICHUNG                    "	781
TXK	"TEXARKANA AR              "	71
TXL	"BERLIN                      "	429
TXM	"TEMINABUAN               "	832
TXN	"TUNXI                        "	713
TXR	"TANBAR              "	802
TXU	"TABOU                  "	533
TYA	"TULA                         "	475
TYB	"TIBOOBURRA         "	802
TYD	"TYNDA                        "	770
TYE	"TYONEK                    "	1
TYF	"TORSBY                      "	484
TYG	"THYLUNGRA           "	802
TYL	"TALARA                        "	368
TYM	"STANIEL CAY                "	204
TYN	"TAIYUAN                      "	713
TYO	"TOKYO                         "	736
TYP	"TOBERMOREY N.T.          "	802
TYR	"TYLER                      "	74
TYS	"KNOXVILLE             "	54
TYT	"TREINTA Y TRES              "	385
TYZ	"TAYLOR                  "	81
TZA	"BELIZE BELIZE.                    "	106
TZM	"TIZIMIN MEXICO                    "	148
TZN	"SOUTH ANDROS               "	204
TZX	"TRABZON                      "	679
UAC	"SAN LUIS RIO   MEXICO      "	148
UAE	"MOUNT AUE        "	804
UAH	"UA HUKA MARQUESAS IS. PAC. OC.   "	823
UAI	"SUAI                     "	832
UAK	"NARSSARSSUAQ GREENLAND            "	975
UAL	"LUAU ANGOLA                       "	502
UAM	"ANDERSON AFB GUAM                 "	5
UAP	"UA POU MARQUESAS IS. PAC. OC.    "	823
UAQ	"SAN JUAN                  "	303
UAS	"SAMBURU                      "	535
UAX	"UAXACTUN                 "	127
UBA	"UBERABA                      "	316
UBB	"MABUIAG ISLAND      "	802
UBI	"BUIN             "	804
UBJ	"UBE                           "	736
UBP	"UBON                      "	782
UBR	"UBRUB                    "	832
UBT	"UBATUBA                      "	316
UBU	"KALUMBURU W.              "	802
UCA	"UTICA NEW YORK                 "	22
UCE	"EUNICE LOUISIANA               "	72
UCK	"LUTSK UKRAINE                     "	488
UCN	"BUCHANAN LIBERIA                  "	537
UCT	"UKHTA                        "	475
UCY	"UNION CITY            "	54
UCZ	"UCHIZA                        "	368
UDA	"UNDARRA QLD              "	802
UDD	"BERMUDA DUNES         "	91
UDE	"UDEN                    "	461
UDI	"UBERLANDIA                   "	316
UDJ	"UZHGOROD UKRAINE                  "	488
UDN	"UDINE                         "	450
UDO	"UDOMXAY                       "	744
UDR	"UDAIPUR                      "	733
UEE	"QUEENSTOWN TASMANIA      "	802
UEL	"QUELIMANE              "	550
UEO	"KUME JIMA                     "	736
UES	"WAUKESHA             "	45
UET	"QUETTA                     "	764
UFA	"UFA                          "	475
UGA	"BULGAN MONGOLIA                   "	751
UGB	"PILOT POINT               "	1
UGC	"URGENCH UZBEKISTAN                "	788
UGI	"UGANIK                    "	1
UGN	"WAUKEGAN               "	41
UGO	"UIGE ANGOLA                       "	502
UGS	"UGASHIK                   "	1
UGU	"ZUGAPA                   "	832
UHE	"UHERSKE HRADISTE    "	418
UHF	"UPPER HEYFORD       "	493
UIB	"QUIBDO                    "	327
UIH	"QUINHON SOC. REP. OF VIETNAM      "	791
UII	"UTILA IS. HONDURAS                "	131
UIK	"UST-ILIMSK                   "	770
UIL	"QUILLAYUTE            "	93
UIN	"QUINCY                 "	41
UIO	"QUITO                      "	337
UIP	"QUIMPER                       "	427
UIQ	"QUINE HILL VANUATU                "	885
UIR	"QUIRINDI           "	802
UIT	"JALUIT MARSHALL ISLANDS           "	844
UJE	"UJAE ISLAND MARSHALL ISLANDS      "	844
UKB	"KOBE                          "	736
UKI	"UKIAH                 "	91
UKK	"UST-KAMENOGORSK KAZAKHSTAN        "	738
UKN	"WAUKON                   "	61
UKR	"MUKEIRAS                      "	694
UKT	"QUAKERTOWN          "	23
UKU	"NUKU             "	804
UKX	"UST-KUT                      "	770
ULA	"SAN JULIAN                "	303
ULB	"ULEI VANUATU                      "	885
ULC	LOS CERILLOS AIRPORT-SANIAGO CHILE 	324
ULD	"ULUNDI                 "	562
ULE	"SULE             "	804
ULG	"ULGII MONGOLIA                    "	751
ULI	"ULITHI CAROLINE IS. PAC. OCEAN   "	810
ULL	"MULL SCOTLAND (U.K.)             "	493
ULM	"NEW ULM MINNESOTA              "	63
ULN	"ULAN BATOR MONGOLIA               "	751
ULO	"ULAANGOM MONGOLIA                 "	751
ULP	"QUILPIE             "	802
ULQ	"TULUA                     "	327
ULS	"MULATOS                   "	327
ULU	"GULU                        "	590
ULX	"UL BA                "	562
ULY	"ULYANOVSK                    "	475
ULZ	"ULIASTAI MONGOLIA                 "	751
UMA	"PUNTA DE MAISI                "	219
UMB	"UMNAK                     "	1
UMC	"UMBA             "	804
UMD	"UMANAK GREENLAND                  "	975
UME	"UMEA                        "	484
UMI	"QUINCEMIL                     "	368
UMM	"SUMMIT                    "	1
UMR	"WOOMERA S.                "	802
UMT	"UMIAT                     "	1
UMU	"UMUARAMA                     "	316
UMY	"SUMY UKRAINE                      "	488
UNC	"UNGUIA                    "	327
UND	"KUNDUZ AFGHANISTAN                "	701
UNE	"QACHA'S NEK LESOTHO               "	536
UNG	"KIUNGA           "	804
UNI	"UNION ISLAND WINDWARD IS.         "	279
UNK	"UNALAKLEET                "	1
UNN	"RANONG                    "	782
UNR	"UNDERKHAAN MONGOLIA               "	751
UNS	"UMNAK                     "	1
UNT	"UNST. SHETLAND IS. SCOTLAND (U.K."	493
UNU	"JUNEAU               "	45
UOL	"BUOL                     "	832
UON	"MUONG SAI                     "	744
UOS	"SEWANEE               "	54
UOX	"UNIVERSITY          "	53
UPA	"PUNTA ALEGRE                  "	219
UPC	"PUERTO LA CRUZ CANARY ISLANDS     "	482
UPF	"PFORHEIM                    "	429
UPG	"UJUNG PANDANG            "	832
UPL	"UPALA COSTA RICA                  "	110
UPN	"URUAPAN MEXICO                    "	148
UPP	"UPOLU POINT              "	2
UPR	"UPIARA           "	804
UQE	"QUEEN                     "	1
URA	"URALSK KAZAKHSTAN                 "	738
URB	"URUBUPUNGA                   "	316
URC	"URUMQI                       "	713
URD	"BURG FEUERSTEIN             "	429
URE	"KURESSAARE ESTONIA                "	422
URG	"URUGUAIANA                   "	316
URI	"URIBE                     "	327
URJ	"URAJ                         "	770
URM	"URIMAN                   "	388
URO	"ROUEN                         "	427
URR	"URRAO                     "	327
URS	"KURSK                        "	475
URT	"SURAT THANI               "	782
URY	"GURAYAT               "	670
URZ	"UROOZGAN AFGHANISTAN              "	701
USH	"USHUAIA                   "	303
USI	"MABARUMA GUYANA                   "	350
USK	"USINSK                       "	475
USL	"USELESS LOOP W.           "	802
USM	"KOH SAMUI                 "	782
USN	"ULSAN SOUTH KOREA                 "	778
USO	"USINO            "	804
USS	"SANCTI SPIRITUS               "	219
UST	"ST. AUGUSTINE            "	33
USU	"BUSUANGA                "	766
UTA	"UMTALI ZIMBABWE                   "	565
UTB	"MUTTABURRA          "	802
UTC	"UTRECHT                 "	461
UTD	"NUTWOOD DOWNS N.T.       "	802
UTE	"BUTTERWORTH            "	562
UTG	"QUTHING LESOTHO                   "	536
UTH	"UDON THANI                "	782
UTI	"KOUVOLA                    "	782
UTK	"UTIRIK MARSHALL ISLANDS           "	844
UTL	"TORREMOLINOS                 "	131
UTN	"UPINGTON               "	562
UTO	"UTOPIA CREEK              "	1
UTP	"UTAPAO                    "	782
UTR	"UTTARADIT                 "	782
UTT	"UMTATA                 "	562
UTU	"USTUPO PANAMA REP.                "	162
UTW	"QUEENSTOWN             "	562
UUA	"BUGULMA                      "	475
UUD	"ULAN-UDE                     "	770
UUK	"KUPARUK                   "	1
UUN	"BARUUN-URT MONGOLIA               "	751
UUP	"UAUPES                       "	316
UUS	"YUZHNO-SAKHALINSK            "	770
UUU	"MANUMU           "	804
UVA	"UVALDE                     "	74
UVE	"OUVEA LOYALTY IS    "	840
UVF	"ST. LUCIA W.I..                   "	276
UVL	"NEW VALLEY       "	591
UVO	"UVOL             "	804
UWA	"WARE             "	13
UXA	"LIK CAMP                  "	1
UXB	"FASSBERG                    "	429
UXC	"HAWLEY MINNESOTA               "	63
UXD	"CHOWCHILLA            "	91
UXE	"FAULKTON            "	67
UXF	"ST. ANTHONY              "	83
UXG	"DUTCH JOHN UTAH                "	87
UXH	"KIEV UKRAINE                      "	488
UXI	"CALDER BAY                "	1
UXJ	"RICHMOND KENTUCKY              "	52
UXK	"PETALUMA              "	91
UXL	"CHARIOT                   "	1
UXM	"47-MILE MINE              "	1
UXN	"PRESTONSBURG KENTUCKY          "	52
UXO	"FITCHBURG        "	13
UXP	"BAY ST. LOUIS       "	53
UXQ	"GILZE-RIJEN             "	461
UXR	"MONUMENT VALLEY UTAH           "	87
UXS	"CIMARRON                  "	62
UXT	"LORAIN/ELYRIA               "	44
UXU	"CHEBOYGAN              "	43
UXV	"ENTERPRISE OREGON              "	92
UXW	"COOKEVILLE            "	54
UXX	"HOT SPRINGS             "	84
UXY	"CIRCLE                  "	84
UXZ	"GARRISON         "	66
UYL	"NYALA SUDAN                       "	583
UYN	"YULIN                        "	713
UZC	"UZICE YUGOSLAVIA                  "	497
UZH	"UNAYZAH               "	670
UZU	"CURUZU CUATIA             "	303
VAA	"VAASA                      "	425
VAB	"YAVARATE                  "	327
VAC	"VARRELBUSCH                 "	429
VAD	"VALDOSTA                 "	34
VAE	"VALLES MEXICO                     "	148
VAF	"VALENCE                       "	427
VAG	"VARGINHA                     "	419
VAH	"VALLEGRANDE BOLIVIA               "	312
VAI	"VANIMO           "	804
VAK	"CHEVAK                    "	1
VAL	"VALENCA                      "	316
VAN	"VAN                          "	679
VAO	"SUAVANAO SOLOMON ISLANDS          "	874
VAP	"VALPARAISO CHILE                  "	324
VAR	"VARNA BULGARIA                    "	411
VAS	"SIVAS                        "	679
VAT	"VATOMANDRY       "	541
VAU	"VATUKOULA                     "	821
VAV	"VAVA'U TONGA ISLAND               "	881
VAW	"VARDOE                       "	465
VAY	"VAN RHYNSDORP          "	562
VAZ	"VAL D'ISERE                   "	427
VBG	"LOMPOC                "	91
VBV	"VANUABALAVU                   "	821
VBY	"VISBY                       "	484
VCA	"CAN THO SOC. REP. OF VIETNAM      "	791
VCB	"VIEW COVE                 "	1
VCC	"VICTORIA REPUBLIC OF CAMEROON     "	504
VCD	"VICTORIA R. DOWNS N.T. AUST.     "	802
VCE	"VENICE                        "	450
VCF	"VALCHETA                  "	303
VCH	"VICHADERO                   "	385
VCP	"SAO PAULO  .                 "	316
VCR	"CARORA                   "	388
VCT	"VICTORIA                   "	74
VCV	"VICTORVILLE           "	91
VCW	"VICTORIA WEST          "	562
VDA	"OVDA                         "	636
VDB	"FAGERNES                     "	465
VDC	"VITORIA DA CONQUISTA         "	316
VDE	"VALVERDE CANARY ISLANDS           "	482
VDI	"VIDALIA                  "	34
VDM	"VIEDMA                    "	303
VDP	"VALLE DE LA PASCUA       "	388
VDR	"VILLA DOLORES             "	303
VDS	"VADSO                        "	465
VDZ	"VALDEZ                    "	1
VEE	"VENETIE                   "	1
VEG	"MAIKWAK GUYANA                    "	350
VEJ	"VEJLE                       "	419
VEL	"VERNAL UTAH                    "	87
VER	"VERACRUZ MEXICO                   "	148
VEV	"BARAKOMA               "	874
VEX	"TIOGA            "	66
VEY	"VESTMANNAEYJAR             "	439
VFA	"VICTORIA FALLS ZIMBABWE           "	565
VGA	"VIJAYAWADA                   "	733
VGD	"VOLOGDA                      "	475
VGN	"VIGAN                   "	766
VGO	"VIGO                         "	482
VGS	"GENERAL VILLEGAS          "	303
VGT	"LAS VEGAS                 "	85
VGV	"VILA GOUVEIA           "	550
VGZ	"VILLAGARZON               "	327
VHC	"SAURIMO ANGOLA                    "	502
VHM	"VILHELMINA                  "	484
VHN	"VAN HORN                   "	74
VHO	"VILA COUTINHO          "	550
VHY	"VICHY                         "	427
VHZ	"VAHITAHI FRENCH POLYNESIA         "	823
VIA	"VIANA                        "	316
VIB	"VILLA CONSTITUCION MEXICO         "	148
VIC	"VICENZA                       "	450
VID	"VIDIN BULGARIA                    "	411
VIE	"VIENNA AUSTRIA                    "	403
VIG	"EL VIGIA                 "	388
VIH	"VICHY                   "	64
VII	"VINH CITY SOC. REP. OF VIET NAM   "	791
VIJ	"VIRGIN GORDA BRIT. VIRGIN IS.     "	282
VIL	"DAKHLA                     "	545
VIN	"VINNICA UKRAINE                   "	488
VIQ	"VIQUEQUE                 "	832
VIS	"VISALIA               "	91
VIT	"VITORIA                      "	482
VIU	"VIRU WESTRN SLMNS SOLOMON ISLANDS"	874
VIV	"VIVIGANI         "	804
VIX	"VITORIA ESPIRITO SANTO      "	316
VJB	"XAI XAI                "	550
VJI	"ABINGDON               "	38
VJQ	"VILA JUNQUEIRO         "	550
VKG	"RACH GIA SOC. REP. OF VIETNAM     "	791
VKO	"MOSCOW                       "	475
VKT	"VORKUTA                      "	475
VKW	"WEST KAVIK                "	1
